year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2005,5/30/05,H-30,DN,0,0,0,0,0,0,0,0,0,0
2005,5/30/05,H-30,BT1,8,0,0,25,7,0,0,0,1,0
2005,5/30/05,H-30,BT2,0,0,1,18,6,0,0,1,0,0
2005,5/30/05,H-30,BT3,7,0,1,18,7,0,0,0,1,0
2005,6/2/05,R-14,DN,0,4,3,0,0,2,4,18,190,0
2005,6/2/05,R-14,BT1,0,0,13,24,26,0,2,1,0,0
2005,6/2/05,R-14,BT2,0,0,0,0,0,0,0,0,0,0
2005,6/2/05,R-14,BT3,0,0,0,0,0,0,0,0,0,0
2005,6/4/05,F-3,DN,0,0,1,0,0,0,0,0,0,0
2005,6/4/05,F-3,BT1,0,1,0,0,0,0,0,0,0,0
2005,6/4/05,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2005,6/4/05,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2005,6/4/05,F-4,DN,0,1,1,2,2,1,0,0,0,0
2005,6/4/05,F-4,BT1,0,0,0,0,0,0,0,0,0,0
2005,6/4/05,F-4,BT2,0,0,0,0,1,0,0,0,0,0
2005,6/4/05,F-4,BT3,0,0,0,0,0,0,0,0,0,0
2005,6/5/05,B-6,DN,0,0,0,152,31,0,0,0,0,0
2005,6/5/05,B-6,BT1,0,0,0,0,0,0,0,0,0,0
2005,6/5/05,B-6,BT2,0,0,0,0,0,0,0,0,0,0
2005,6/5/05,B-6,BT3,0,0,0,0,0,0,0,0,0,0
2005,6/6/05,F-1,DN,8,0,7,0,0,7,1,12,0,0
2005,6/6/05,F-1,BT1,2,0,0,26,1,1,0,0,0,0
2005,6/6/05,F-1,BT2,1,0,3,1,2,0,1,0,0,0
2005,6/6/05,F-1,BT3,2,0,0,44,10,0,0,0,0,0
2005,6/6/05,MH-2,DN,0,1,3,0,0,1,1,3,2,1
2005,6/6/05,MH-2,BT1,0,1,0,78,2,1,1,1,1,0
2005,6/6/05,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2005,6/6/05,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
