year,township,WLN,method,clitellata_hirudinida
2008,hastings,H-6,BT3,0
2008,lakeville,L-8,DN,0
2008,lakeville,L-8,BT1,0
2008,lakeville,L-8,BT2,0
2008,lakeville,L-8,BT3,0
2008,lakeville,L-7,DN,0
2008,lakeville,L-7,BT1,0
2008,lakeville,L-7,BT2,0
2008,lakeville,L-7,BT3,0
2008,lakeville,L-4,DN,0
2008,lakeville,L-4,BT1,0
2008,lakeville,L-4,BT2,0
2008,lakeville,L-4,BT3,0
2008,rosemount,R-5,DN,2
2008,rosemount,R-5,BT1,5
2008,rosemount,R-5,BT2,0
2008,rosemount,R-5,BT3,0
2008,west_st_paul,WSP-2,DN,1
2008,west_st_paul,WSP-2,BT1,1
2008,west_st_paul,WSP-2,BT2,0
2008,west_st_paul,WSP-2,BT3,0
2008,rosemount,R-1,DN,0
2008,rosemount,R-1,BT1,0
2008,rosemount,R-1,BT2,0
2008,rosemount,R-1,BT3,0
2008,rosemount,R-14,DN,0
2008,rosemount,R-14,BT1,0
2008,rosemount,R-14,BT2,0
2008,rosemount,R-14,BT3,0
2008,apple_valley,AV-1,DN,0
2008,apple_valley,AV-1,BT1,4
2008,apple_valley,AV-1,BT2,0
2008,apple_valley,AV-1,BT3,0
2008,hastings,H-56,DN,0
2008,hastings,H-56,BT1,0
2008,hastings,H-56,BT2,1
2008,hastings,H-56,BT3,0
2008,mendota_heights,MH-2,DN,1
2008,mendota_heights,MH-2,BT1,0
2008,mendota_heights,MH-2,BT2,0
2008,mendota_heights,MH-2,BT3,0
2008,mendota_heights,MH-13,DN,3
2008,mendota_heights,MH-13,BT1,3
2008,mendota_heights,MH-13,BT2,0
2008,mendota_heights,MH-13,BT3,0
2008,burnsville,B-1,DN,0
2008,burnsville,B-1,BT1,0
2008,burnsville,B-1,BT2,0
2008,burnsville,B-1,BT3,0
2008,eagan,E-22,DN,2
2008,eagan,E-22,BT1,2
2008,eagan,E-22,BT2,0
2008,eagan,E-22,BT3,1
2008,eagan,E-21,DN,1
2008,eagan,E-21,BT1,1
2008,eagan,E-21,BT2,2
2008,eagan,E-21,BT3,1
2008,burnsville,B-6,DN,0
2008,burnsville,B-6,BT1,0
2008,burnsville,B-6,BT2,0
2008,burnsville,B-6,BT3,0
2008,burnsville,B-1,DN,1
2008,burnsville,B-1,BT1,0
2008,burnsville,B-1,BT2,1
2008,burnsville,B-1,BT3,3
2008,farmington,F-1,DN,0
2008,farmington,F-1,BT1,0
2008,farmington,F-1,BT2,0
2008,farmington,F-1,BT3,0
2008,hastings,H-6,DN,0
2008,hastings,H-6,BT1,0
2008,hastings,H-6,BT2,0
2008,hastings,H-6,BT3,0
2008,lakeville,L-9,DN,0
2008,lakeville,L-9,BT1,0
2008,lakeville,L-9,BT2,0
2008,lakeville,L-9,BT3,0
2008,farmington,F-4,DN,0
2008,farmington,F-4,BT1,0
2008,farmington,F-4,BT2,0
2008,farmington,F-4,BT3,0
2008,farmington,F-3,DN,0
2008,farmington,F-3,BT1,0
2008,farmington,F-3,BT2,0
2008,farmington,F-3,BT3,0
2008,lakeville,L-7,DN,2
2008,lakeville,L-7,BT1,0
2008,lakeville,L-7,BT2,0
2008,lakeville,L-7,BT3,2
2008,eagan,E-10,DN,2
2008,eagan,E-10,BT1,2
2008,eagan,E-10,BT2,0
2008,eagan,E-10,BT3,0
2008,eagan,E-25,DN,1
2008,eagan,E-25,BT1,1
2008,eagan,E-25,BT2,0
2008,eagan,E-25,BT3,1
2008,mendota_heights,MH-2,DN,1
2008,mendota_heights,MH-2,BT1,1
2008,mendota_heights,MH-2,BT2,2
2008,mendota_heights,MH-2,BT3,0
2008,rosemount,R-18,DN,0
2008,rosemount,R-18,BT1,0
2008,rosemount,R-18,BT2,0
2008,rosemount,R-18,BT3,0
2008,burnsville,B-3,DN,0
2008,burnsville,B-3,BT1,0
2008,burnsville,B-3,BT2,0
2008,burnsville,B-3,BT3,0
2009,west_st_paul,WSP-2,DN,1
2009,west_st_paul,WSP-2,BT1,0
2009,west_st_paul,WSP-2,BT2,0
2009,west_st_paul,WSP-2,BT3,0
2009,rosemount,R-20,DN,0
2009,rosemount,R-20,BT1,0
2009,rosemount,R-20,BT2,0
2009,rosemount,R-20,BT3,0
2009,apple_valley,AV-1,DN,1
2009,apple_valley,AV-1,BT1,1
2009,apple_valley,AV-1,BT2,2
2009,apple_valley,AV-1,BT3,0
2009,eagan,E-26,DN,1
2009,eagan,E-26,BT1,0
2009,eagan,E-26,BT2,2
2009,eagan,E-26,BT3,2
2009,eagan,E-28,DN,1
2009,eagan,E-28,BT1,1
2009,eagan,E-28,BT2,2
2009,eagan,E-28,BT3,1
2009,hastings,H-30,DN,0
2009,hastings,H-30,BT1,2
2009,hastings,H-30,BT2,0
2009,hastings,H-30,BT3,0
2009,lakeville,L-7,DN,0
2009,lakeville,L-7,BT1,0
2009,lakeville,L-7,BT2,0
2009,lakeville,L-7,BT3,0
2009,mendota_heights,MH-2,DN,1
2009,mendota_heights,MH-2,BT1,5
2009,mendota_heights,MH-2,BT2,2
2009,mendota_heights,MH-2,BT3,1
2009,apple_valley,AV-1,DN,1
2009,apple_valley,AV-1,BT1,3
2009,apple_valley,AV-1,BT2,0
2009,apple_valley,AV-1,BT3,0
2009,hastings,H-6,DN,2
2009,hastings,H-6,BT1,1
2009,hastings,H-6,BT2,0
2009,hastings,H-6,BT3,1
2009,burnsville,B-13,BT,0
2009,burnsville,B-13,DN,0
2009,rosemount,R-21,DN,0
2009,rosemount,R-21,BT1,0
2009,rosemount,R-21,BT2,0
2009,rosemount,R-21,BT3,0
2009,rosemount,R-22,DN,0
2009,rosemount,R-22,BT1,0
2009,rosemount,R-22,BT2,0
2009,rosemount,R-22,BT3,0
2009,burnsville,B-3,BT,0
2009,burnsville,B-3,DN,0
2009,farmington,F-4,DN,0
2009,farmington,F-4,BT1,0
2009,farmington,F-4,BT2,0
2009,farmington,F-4,BT3,0
2009,eagan,E-27,DN,0
2009,eagan,E-27,BT1,1
2009,eagan,E-27,BT2,1
2009,eagan,E-27,BT3,1
2009,farmington,F-3,DN,0
2009,farmington,F-3,BT1,0
2009,farmington,F-3,BT2,0
2009,farmington,F-3,BT3,0
2009,hastings,H-6,DN,2
2009,hastings,H-6,BT1,1
2009,hastings,H-6,BT2,1
2009,hastings,H-6,BT3,0
2009,mendota_heights,MH-13,DN,1
2009,mendota_heights,MH-13,BT1,3
2009,mendota_heights,MH-13,BT2,0
2009,mendota_heights,MH-13,BT3,0
2009,burnsville,B-11,BT,0
2009,burnsville,B-11,DN,0
2009,farmington,F-4,DN,0
2009,farmington,F-4,BT1,0
2009,farmington,F-4,BT2,0
2009,farmington,F-4,BT3,0
2009,south_st_paul,SSP-1,DN,0
2009,south_st_paul,SSP-1,BT1,0
2009,south_st_paul,SSP-1,BT2,0
2009,south_st_paul,SSP-1,BT3,0
2009,eagan,E-27,DN,0
2009,lakeville,L-4,DN,0
2009,lakeville,L-4,BT1,0
2009,lakeville,L-4,BT2,0
2009,lakeville,L-4,BT3,0
2009,lakeville,L-9,DN,0
2009,lakeville,L-9,BT1,0
2009,lakeville,L-9,BT2,0
2009,lakeville,L-9,BT3,0
2009,rosemount,R-20,DN,0
2009,rosemount,R-20,BT1,0
2009,rosemount,R-20,BT2,0
2009,rosemount,R-20,BT3,0
2009,apple_valley,AV-8,DN,4
2009,apple_valley,AV-8,BT1,2
2009,apple_valley,AV-8,BT2,3
2009,apple_valley,AV-8,BT3,2
2009,eagan,E-27,BT,0
2009,lakeville,L-7,DN,0
2009,lakeville,L-7,BT1,0
2009,lakeville,L-7,BT2,0
2009,lakeville,L-7,BT3,0
2009,mendota_heights,MH-2,DN,2
2009,mendota_heights,MH-2,BT1,3
2009,mendota_heights,MH-2,BT2,0
2009,mendota_heights,MH-2,BT3,0
2009,apple_valley,AV-15,DN,2
2009,apple_valley,AV-15,BT1,2
2009,apple_valley,AV-15,BT2,0
2009,apple_valley,AV-15,BT3,0
2009,hastings,H-56,DN,3
2009,hastings,H-56,BT1,2
2009,hastings,H-56,BT2,3
2009,hastings,H-56,BT3,1
2009,south_st_paul,SSP-3,DN,1
2009,south_st_paul,SSP-3,BT1,2
2009,south_st_paul,SSP-3,BT2,0
2009,south_st_paul,SSP-3,BT3,0
2009,hastings,H-4,DN,0
2009,hastings,H-4,BT1,0
2009,hastings,H-4,BT2,0
2009,hastings,H-4,BT3,0
2009,burnsville,B-1,DN,0
2009,lakeville,L-8,DN,0
2009,lakeville,L-8,BT1,0
2009,lakeville,L-8,BT2,0
2009,lakeville,L-8,BT3,0
2009,rosemount,R-2,DN,0
2009,rosemount,R-2,BT1,0
2009,rosemount,R-2,BT2,0
2009,rosemount,R-2,BT3,0
2010,rosemount,R-20,DN,1
2010,rosemount,R-20,BT1,1
2010,rosemount,R-20,BT2,0
2010,rosemount,R-20,BT3,0
2010,hastings,H-4,DN,1
2010,hastings,H-4,BT1,0
2010,hastings,H-4,BT2,0
2010,hastings,H-4,BT3,0
2010,south_st_paul,SSP-1,DN,2
2010,south_st_paul,SSP-1,BT1,0
2010,south_st_paul,SSP-1,BT2,0
2010,south_st_paul,SSP-1,BT3,0
2010,hastings,H-6,DN,2
2010,hastings,H-6,BT1,0
2010,hastings,H-6,BT2,0
2010,hastings,H-6,BT3,1
2010,mendota_heights,MH-2,DN,0
2010,mendota_heights,MH-2,BT1,0
2010,mendota_heights,MH-2,BT2,0
2010,mendota_heights,MH-2,BT3,0
2010,apple_valley,AV-1,DN,4
2010,apple_valley,AV-1,BT1,0
2010,apple_valley,AV-1,BT2,0
2010,apple_valley,AV-1,BT3,0
2010,apple_valley,AV-17,DN,3
2010,apple_valley,AV-17,BT1,2
2010,apple_valley,AV-17,BT2,0
2010,apple_valley,AV-17,BT3,0
2010,rosemount,R-21,DN,2
2010,rosemount,R-21,BT1,2
2010,rosemount,R-21,BT2,0
2010,rosemount,R-21,BT3,0
2010,rosemount,R-22,DN,2
2010,rosemount,R-22,BT1,1
2010,rosemount,R-22,BT2,0
2010,rosemount,R-22,BT3,0
2010,apple_valley,AV-17B,DN,2
2010,apple_valley,AV-17B,BT1,2
2010,apple_valley,AV-17B,BT2,0
2010,apple_valley,AV-17B,BT3,0
2010,burnsville,B-9,BT,0
2010,burnsville,B-9,DN,0
2010,lakeville,L-7,DN,0
2010,lakeville,L-7,BT1,0
2010,lakeville,L-7,BT2,0
2010,lakeville,L-7,BT3,0
2010,lakeville,L-8,DN,0
2010,lakeville,L-8,BT1,0
2010,lakeville,L-8,BT2,0
2010,lakeville,L-8,BT3,0
2010,apple_valley,AV-1,DN,1
2010,apple_valley,AV-1,BT1,1
2010,apple_valley,AV-1,BT2,2
2010,apple_valley,AV-1,BT3,0
2010,apple_valley,AV-18,DN,2
2010,apple_valley,AV-18,BT1,1
2010,apple_valley,AV-18,BT2,0
2010,apple_valley,AV-18,BT3,0
2010,farmington,F-3,DN,0
2010,farmington,F-3,BT1,0
2010,farmington,F-3,BT2,0
2010,farmington,F-3,BT3,0
2010,farmington,F-4,DN,0
2010,farmington,F-4,BT1,0
2010,farmington,F-4,BT2,0
2010,farmington,F-4,BT3,0
2010,burnsville,B-1,BT,0
2010,burnsville,B-1,DN,0
2010,rosemount,R-23,DN,1
2010,rosemount,R-23,BT1,0
2010,rosemount,R-23,BT2,0
2010,rosemount,R-23,BT3,0
2010,eagan,E-22,DN,5
2010,eagan,E-22,BT1,3
2010,eagan,E-22,BT2,1
2010,eagan,E-22,BT3,2
2010,eagan,E-21,DN,3
2010,eagan,E-21,BT1,1
2010,eagan,E-21,BT2,3
2010,eagan,E-21,BT3,2
2010,farmington,F-3,DN,0
2010,farmington,F-3,BT1,0
2010,farmington,F-3,BT2,0
2010,farmington,F-3,BT3,0
2010,burnsville,B-3,BT,0
2010,burnsville,B-3,DN,0
2010,west_st_paul,WSP-2,DN,1
2010,west_st_paul,WSP-2,BT1,1
2010,west_st_paul,WSP-2,BT2,0
2010,west_st_paul,WSP-2,BT3,0
2010,mendota_heights,MH-14,DN,1
2010,mendota_heights,MH-14,BT1,2
2010,mendota_heights,MH-14,BT2,0
2010,mendota_heights,MH-14,BT3,0
2010,eagan,E-31,DN,3
2010,eagan,E-31,BT1,0
2010,eagan,E-31,BT2,0
2010,eagan,E-31,BT3,0
2010,eagan,E-29,DN,2
2010,eagan,E-29,BT1,0
2010,eagan,E-29,BT2,0
2010,eagan,E-29,BT3,0
2010,hastings,H-30,DN,1
2010,hastings,H-30,BT1,0
2010,hastings,H-30,BT2,2
2010,hastings,H-30,BT3,2
2010,burnsville,B-1,DN,0
2010,burnsville,B-1,BT1,0
2010,burnsville,B-1,BT2,0
2010,burnsville,B-1,BT3,0
2010,lakeville,L-9,DN,0
2010,lakeville,L-9,BT1,0
2010,lakeville,L-9,BT2,0
2010,lakeville,L-9,BT3,0
2010,lakeville,L-10,DN,0
2010,lakeville,L-10,BT1,0
2010,lakeville,L-10,BT2,0
2010,lakeville,L-10,BT3,0
2010,lakeville,L-8,DN,0
2010,hastings,H-56,DN,2
2010,hastings,H-56,BT1,3
2010,hastings,H-56,BT2,2
2010,hastings,H-56,BT3,4
2010,hastings,H-6,DN,1
2010,hastings,H-6,BT1,1
2010,hastings,H-6,BT2,0
2010,hastings,H-6,BT3,0
2010,rosemount,R-23,DN,1
2010,rosemount,R-23,BT1,0
2010,rosemount,R-23,BT2,0
2010,rosemount,R-23,BT3,1
2010,eagan,E-29,DN,0
2010,eagan,E-29,BT1,0
2010,eagan,E-29,BT2,0
2010,eagan,E-29,BT3,0
2010,mendota_heights,MH-2,DN,0
2010,mendota_heights,MH-2,BT1,0
2010,mendota_heights,MH-2,BT2,1
2010,mendota_heights,MH-2,BT3,2
2010,south_st_paul,SSP-3,DN,1
2010,south_st_paul,SSP-3,BT1,6
2010,south_st_paul,SSP-3,BT2,0
2010,south_st_paul,SSP-3,BT3,0
2010,burnsville,B-17,BT,0
2010,burnsville,B-17,DN,0
2011,hastings,H-4,DN,1
2011,hastings,H-4,BT1,1
2011,hastings,H-4,BT2,0
2011,hastings,H-4,BT3,0
2011,west_st_paul,WSP-2,DN,1
2011,west_st_paul,WSP-2,BT1,0
2011,west_st_paul,WSP-2,BT2,0
2011,west_st_paul,WSP-2,BT3,0
2011,burnsville,B-1,DN,1
2011,burnsville,B-1,BT1,1
2011,burnsville,B-1,BT2,0
2011,burnsville,B-1,BT3,0
2011,rosemount,R-23,DN,1
2011,rosemount,R-23,BT1,1
2011,rosemount,R-23,BT2,0
2011,rosemount,R-23,BT3,0
2011,lakeville,L-7,DN,0
2011,lakeville,L-7,BT1,0
2011,lakeville,L-7,BT2,0
2011,lakeville,L-7,BT3,0
2011,lakeville,L-8,DN,0
2011,lakeville,L-8,BT1,0
2011,lakeville,L-8,BT2,0
2011,lakeville,L-8,BT3,0
2011,hastings,H-6,DN,0
2011,hastings,H-6,BT1,1
2011,hastings,H-6,BT2,1
2011,hastings,H-6,BT3,0
2011,rosemount,R-14,DN,2
2011,rosemount,R-14,BT1,3
2011,rosemount,R-14,BT2,0
2011,rosemount,R-14,BT3,0
2011,apple_valley,AV-1,DN,0
2011,apple_valley,AV-1,BT1,0
2011,apple_valley,AV-1,BT2,0
2011,apple_valley,AV-1,BT3,0
2011,apple_valley,AV-6,DN,1
2011,apple_valley,AV-6,BT1,1
2011,apple_valley,AV-6,BT2,0
2011,apple_valley,AV-6,BT3,0
2011,south_st_paul,SSP-1,DN,0
2011,south_st_paul,SSP-1,BT1,0
2011,south_st_paul,SSP-1,BT2,0
2011,south_st_paul,SSP-1,BT3,0
2011,eagan,E-18,DN,2
2011,eagan,E-18,BT1,4
2011,eagan,E-18,BT2,0
2011,eagan,E-18,BT3,0
2011,apple_valley,AV-7,DN,2
2011,apple_valley,AV-7,BT1,2
2011,apple_valley,AV-7,BT2,0
2011,apple_valley,AV-7,BT3,0
2011,burnsville,B-3,DN,0
2011,burnsville,B-3,BT1,1
2011,burnsville,B-3,BT2,0
2011,burnsville,B-3,BT3,0
2011,rosemount,R-21,DN,3
2011,rosemount,R-21,BT1,3
2011,rosemount,R-21,BT2,0
2011,rosemount,R-21,BT3,0
2011,lakeville,L-9,DN,0
2011,lakeville,L-9,BT1,0
2011,lakeville,L-9,BT2,0
2011,lakeville,L-9,BT3,0
2011,lakeville,L-10,DN,0
2011,lakeville,L-10,BT1,0
2011,lakeville,L-10,BT2,0
2011,lakeville,L-10,BT3,0
2011,apple_valley,AV-1,DN,0
2011,apple_valley,AV-1,BT1,0
2011,apple_valley,AV-1,BT2,0
2011,apple_valley,AV-1,BT3,0
2011,mendota_heights,MH-2,DN,1
2011,mendota_heights,MH-2,BT1,0
2011,mendota_heights,MH-2,BT2,0
2011,mendota_heights,MH-2,BT3,0
2011,rosemount,R-25,DN,1
2011,rosemount,R-25,BT1,1
2011,rosemount,R-25,BT2,0
2011,rosemount,R-25,BT3,0
2011,eagan,E-32,DN,0
2011,eagan,E-32,BT1,0
2011,eagan,E-32,BT2,0
2011,eagan,E-32,BT3,0
2011,farmington,F-3,DN,0
2011,farmington,F-3,BT1,0
2011,farmington,F-3,BT2,0
2011,farmington,F-3,BT3,0
2011,farmington,F-5,DN,1
2011,farmington,F-5,BT1,1
2011,farmington,F-5,BT2,1
2011,farmington,F-5,BT3,3
2011,farmington,F-6,DN,3
2011,farmington,F-6,BT1,1
2011,farmington,F-6,BT2,2
2011,farmington,F-6,BT3,1
2011,hastings,H-30,DN,2
2011,hastings,H-30,BT1,3
2011,hastings,H-30,BT2,2
2011,hastings,H-30,BT3,2
2011,burnsville,B-1,DN,2
2011,burnsville,B-1,BT1,3
2011,burnsville,B-1,BT2,0
2011,burnsville,B-1,BT3,0
2011,apple_valley,AV-5,DN,3
2011,apple_valley,AV-5,BT1,2
2011,apple_valley,AV-5,BT2,0
2011,apple_valley,AV-5,BT3,0
2011,burnsville,B-8,DN,1
2011,burnsville,B-8,BT1,1
2011,burnsville,B-8,BT2,1
2011,burnsville,B-8,BT3,0
2011,mendota_heights,MH-2,DN,1
2011,mendota_heights,MH-2,BT1,1
2011,mendota_heights,MH-2,BT2,0
2011,mendota_heights,MH-2,BT3,0
2011,south_st_paul,SSP-3,DN,0
2011,south_st_paul,SSP-3,BT1,0
2011,south_st_paul,SSP-3,BT2,0
2011,south_st_paul,SSP-3,BT3,0
2011,lakeville,L-8,DN,3
2011,lakeville,L-8,BT1,0
2011,lakeville,L-8,BT2,0
2011,lakeville,L-8,BT3,0
2011,hastings,H-56,DN,2
2011,hastings,H-56,BT1,3
2011,hastings,H-56,BT2,2
2011,hastings,H-56,BT3,0
2011,eagan,E-20,DN,0
2011,eagan,E-20,BT1,3
2011,eagan,E-20,BT2,0
2011,eagan,E-20,BT3,0
2011,mendota_heights,MH-15,DN,1
2011,mendota_heights,MH-15,BT1,0
2011,mendota_heights,MH-15,BT2,0
2011,mendota_heights,MH-15,BT3,0
2011,burnsville,B-7,DN,1
2011,burnsville,B-7,BT1,1
2011,burnsville,B-7,BT2,0
2011,burnsville,B-7,BT3,0
2011,farmington,F-6,DN,5
2011,farmington,F-6,BT1,1
2011,farmington,F-6,BT2,0
2011,farmington,F-6,BT3,0
2011,hastings,H-6,DN,1
2011,hastings,H-6,BT1,0
2011,hastings,H-6,BT2,0
2011,hastings,H-6,BT3,0
2011,rosemount,R-25,DN,2
2011,rosemount,R-25,BT1,1
2011,rosemount,R-25,BT2,0
2011,rosemount,R-25,BT3,0
2011,eagan,E-18,DN,2
2011,eagan,E-18,BT1,3
2011,eagan,E-18,BT2,4
2011,eagan,E-18,BT3,2
2012,hastings,H-4,DN,1
2012,hastings,H-4,BT1,0
2012,hastings,H-4,BT2,0
2012,hastings,H-4,BT3,0
2012,apple_valley,AV-13,DN,3
2012,apple_valley,AV-13,BT1,1
2012,apple_valley,AV-13,BT2,0
2012,apple_valley,AV-13,BT3,0
2012,apple_valley,AV-17,DN,2
2012,apple_valley,AV-17,BT1,1
2012,apple_valley,AV-17,BT2,0
2012,apple_valley,AV-17,BT3,0
2012,south_st_paul,SSP-1,DN,0
2012,south_st_paul,SSP-1,BT1,0
2012,south_st_paul,SSP-1,BT2,0
2012,south_st_paul,SSP-1,BT3,0
2012,farmington,F-3,DN,0
2012,farmington,F-3,BT1,0
2012,farmington,F-3,BT2,0
2012,farmington,F-3,BT3,0
2012,farmington,F-5,DN,1
2012,farmington,F-5,BT1,1
2012,farmington,F-5,BT2,1
2012,farmington,F-5,BT3,0
2012,farmington,F-6,DN,2
2012,farmington,F-6,BT1,1
2012,farmington,F-6,BT2,1
2012,farmington,F-6,BT3,0
2012,hastings,H-6,DN,2
2012,hastings,H-6,BT1,1
2012,hastings,H-6,BT2,0
2012,hastings,H-6,BT3,0
2012,burnsville,B-1,DN,0
2012,burnsville,B-1,BT1,1
2012,burnsville,B-1,BT2,0
2012,burnsville,B-1,BT3,0
2012,burnsville,B-6,DN,0
2012,burnsville,B-6,BT1,1
2012,burnsville,B-6,BT2,0
2012,burnsville,B-6,BT3,0
2012,hastings,H-6,DN,0
2012,hastings,H-6,BT1,1
2012,hastings,H-6,BT2,0
2012,hastings,H-6,BT3,0
2012,west_st_paul,WSP-2,DN,1
2012,west_st_paul,WSP-2,BT1,0
2012,west_st_paul,WSP-2,BT2,0
2012,west_st_paul,WSP-2,BT3,0
2012,rosemount,R-1,DN,1
2012,rosemount,R-1,BT1,1
2012,rosemount,R-1,BT2,1
2012,rosemount,R-1,BT3,0
2012,lakeville,L-7,DN,0
2012,lakeville,L-7,BT1,0
2012,lakeville,L-7,BT2,0
2012,lakeville,L-7,BT3,0
2012,lakeville,L-8,DN,0
2012,lakeville,L-8,BT1,0
2012,lakeville,L-8,BT2,0
2012,lakeville,L-8,BT3,0
2012,eagan,E-11,DN,0
2012,eagan,E-11,BT1,0
2012,eagan,E-11,BT2,0
2012,eagan,E-11,BT3,0
2012,hastings,H-56,DN,2
2012,hastings,H-56,BT1,1
2012,hastings,H-56,BT2,0
2012,hastings,H-56,BT3,0
2012,mendota_heights,MH-2,DN,0
2012,mendota_heights,MH-2,BT1,1
2012,mendota_heights,MH-2,BT2,0
2012,mendota_heights,MH-2,BT3,0
2012,rosemount,R-21,DN,2
2012,rosemount,R-21,BT1,2
2012,rosemount,R-21,BT2,0
2012,rosemount,R-21,BT3,0
2012,south_st_paul,SSP-3,DN,3
2012,south_st_paul,SSP-3,BT1,4
2012,south_st_paul,SSP-3,BT2,0
2012,south_st_paul,SSP-3,BT3,0
2012,burnsville,B-2,DN,1
2012,burnsville,B-2,BT1,0
2012,burnsville,B-2,BT2,0
2012,burnsville,B-2,BT3,0
2012,burnsville,B-3,DN,1
2012,burnsville,B-3,BT1,0
2012,burnsville,B-3,BT2,0
2012,burnsville,B-3,BT3,0
2012,lakeville,L-9,DN,0
2012,lakeville,L-9,BT1,0
2012,lakeville,L-9,BT2,0
2012,lakeville,L-9,BT3,0
2012,lakeville,L-10,DN,0
2012,lakeville,L-10,BT1,0
2012,lakeville,L-10,BT2,0
2012,lakeville,L-10,BT3,0
2012,south_st_paul,SSP-1,DN,0
2012,south_st_paul,SSP-1,BT1,0
2012,south_st_paul,SSP-1,BT2,0
2012,south_st_paul,SSP-1,BT3,0
2012,eagan,E-34,DN,0
2012,eagan,E-34,BT1,2
2012,eagan,E-34,BT2,0
2012,eagan,E-34,BT3,0
2012,eagan,E-11,DN,2
2012,eagan,E-11,BT1,0
2012,eagan,E-11,BT2,0
2012,eagan,E-11,BT3,0
2012,burnsville,B-1,DN,3
2012,burnsville,B-1,BT1,3
2012,burnsville,B-1,BT2,0
2012,burnsville,B-1,BT3,0
2012,mendota_heights,MH-2,DN,3
2012,mendota_heights,MH-2,BT1,0
2012,mendota_heights,MH-2,BT2,0
2012,mendota_heights,MH-2,BT3,0
2012,lakeville,L-8,DN,0
2012,lakeville,L-8,BT1,0
2012,lakeville,L-8,BT2,0
2012,lakeville,L-8,BT3,0
2012,hastings,H-30,DN,1
2012,hastings,H-30,BT1,2
2012,hastings,H-30,BT2,2
2012,hastings,H-30,BT3,2
2012,rosemount,R-26,DN,0
2012,rosemount,R-26,BT1,1
2012,rosemount,R-26,BT2,0
2012,rosemount,R-26,BT3,0
2012,rosemount,R-1,DN,1
2012,rosemount,R-1,BT1,1
2012,rosemount,R-1,BT2,0
2012,rosemount,R-1,BT3,0
2012,eagan,E-33,DN,0
2012,eagan,E-33,BT1,0
2012,eagan,E-33,BT2,0
2012,eagan,E-33,BT3,0
2012,mendota_heights,MH-16,DN,0
2012,mendota_heights,MH-16,BT1,1
2012,mendota_heights,MH-16,BT2,0
2012,mendota_heights,MH-16,BT3,0
2012,apple_valley,AV-1,DN,2
2012,apple_valley,AV-1,BT1,1
2012,apple_valley,AV-1,BT2,2
2012,apple_valley,AV-1,BT3,0
2012,farmington,F-7,DN,3
2012,farmington,F-7,BT1,3
2012,farmington,F-7,BT2,0
2012,farmington,F-7,BT3,0
2012,apple_valley,AV-1,DN,3
2012,apple_valley,AV-1,BT1,3
2012,apple_valley,AV-1,BT2,0
2012,apple_valley,AV-1,BT3,0
2012,lilydale,pickernel,DN,1
2012,lilydale,pickernel,BT1,0
2012,lilydale,pickernel,BT2,0
2012,lilydale,pickernel,BT3,0
2013,mendota_heights,MH-2,DN,3
2013,mendota_heights,MH-2,BT1,3
2013,mendota_heights,MH-2,BT2,0
2013,mendota_heights,MH-2,BT3,0
2013,hastings,H-4,DN,1
2013,hastings,H-4,BT1,0
2013,hastings,H-4,BT2,0
2013,hastings,H-4,BT3,1
2013,rosemount,R-14,DN,1
2013,rosemount,R-14,BT1,2
2013,rosemount,R-14,BT2,0
2013,rosemount,R-14,BT3,0
2013,burnsville,B-1,DN,1
2013,burnsville,B-1,BT1,1
2013,burnsville,B-1,BT2,0
2013,burnsville,B-1,BT3,0
2013,burnsville,B-3,DN,0
2013,burnsville,B-3,BT1,0
2013,burnsville,B-3,BT2,0
2013,burnsville,B-3,BT3,0
2013,eagan,E-7,DN,1
2013,eagan,E-7,BT1,0
2013,eagan,E-7,BT2,0
2013,eagan,E-7,BT3,0
2013,hastings,H-56,DN,1
2013,hastings,H-56,BT1,2
2013,hastings,H-56,BT2,0
2013,hastings,H-56,BT3,0
2013,west_st_paul,WSP-??,DN,2
2013,west_st_paul,WSP-??,BT1,1
2013,west_st_paul,WSP-??,BT2,0
2013,west_st_paul,WSP-??,BT3,0
2013,west_st_paul,WSP-???,DN,1
2013,west_st_paul,WSP-???,BT1,3
2013,west_st_paul,WSP-???,BT2,0
2013,west_st_paul,WSP-???,BT3,0
2013,rosemount,R-21,DN,0
2013,rosemount,R-21,BT1,2
2013,rosemount,R-21,BT2,0
2013,rosemount,R-21,BT3,0
2013,south_st_paul,SSP-1,DN,1
2013,south_st_paul,SSP-1,BT1,1
2013,south_st_paul,SSP-1,BT2,0
2013,south_st_paul,SSP-1,BT3,0
2013,hastings,H-6,DN,2
2013,hastings,H-6,BT1,0
2013,hastings,H-6,BT2,0
2013,hastings,H-6,BT3,0
2013,apple_valley,AV-1,DN,2
2013,apple_valley,AV-1,BT1,1
2013,apple_valley,AV-1,BT2,0
2013,apple_valley,AV-1,BT3,0
2013,apple_valley,AV-11,DN,0
2013,apple_valley,AV-11,BT1,0
2013,apple_valley,AV-11,BT2,0
2013,apple_valley,AV-11,BT3,0
2013,eagan,E-7,DN,0
2013,eagan,E-7,BT1,3
2013,eagan,E-7,BT2,0
2013,eagan,E-7,BT3,0
2013,burnsville,B-10,DN,1
2013,burnsville,B-10,BT1,0
2013,burnsville,B-10,BT2,0
2013,burnsville,B-10,BT3,0
2013,burnsville,B-13,DN,1
2013,burnsville,B-13,BT1,1
2013,burnsville,B-13,BT2,0
