year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2009,6/1/09,WSP-2,DN,1,3,2,0,0,2,2,2,2,1
2009,6/1/09,WSP-2,BT1,0,1,0,0,0,1,1,1,1,0
2009,6/1/09,WSP-2,BT2,0,0,0,0,0,0,0,0,0,0
2009,6/1/09,WSP-2,BT3,0,0,0,0,0,0,0,0,0,0
2009,6/1/09,R-20,DN,0,0,0,0,0,0,0,0,0,0
2009,6/1/09,R-20,BT1,0,0,0,2242,61,0,0,0,0,0
2009,6/1/09,R-20,BT2,0,0,0,0,0,0,0,0,0,0
2009,6/1/09,R-20,BT3,0,0,0,0,0,0,0,0,0,0
2009,6/3/09,AV-1,DN,1,1,2,0,0,2,3,0,2,0
2009,6/3/09,AV-1,BT1,1,2,0,14,7,0,2,0,1,0
2009,6/3/09,AV-1,BT2,2,1,0,59,9,1,4,0,1,0
2009,6/3/09,AV-1,BT3,0,1,1,24,11,3,3,0,0,0
2009,6/3/09,E-26,DN,1,0,0,0,0,1,0,1,0,0
2009,6/3/09,E-26,BT1,0,0,0,0,124,0,0,0,0,0
2009,6/3/09,E-26,BT2,2,0,1,69,49,2,0,0,1,0
2009,6/3/09,E-26,BT3,2,1,1,27,25,0,0,0,0,0
2009,6/3/09,E-28,DN,1,0,1,0,0,1,0,2,1,0
2009,6/3/09,E-28,BT1,1,0,1,443,38,1,0,1,1,0
2009,6/3/09,E-28,BT2,2,0,1,154,7,0,0,2,1,0
2009,6/3/09,E-28,BT3,1,0,0,16,6,0,0,0,0,0
2009,6/3/09,H-30,DN,0,0,1,0,0,1,0,3,1,0
2009,6/3/09,H-30,BT1,2,0,0,9,66,1,0,2,0,0
2009,6/3/09,H-30,BT2,0,0,0,10,37,0,0,2,1,0
2009,6/3/09,H-30,BT3,0,0,0,5,56,1,0,3,0,0
2009,6/6/09,L-7,DN,0,0,0,0,0,0,0,0,0,0
2009,6/6/09,L-7,BT1,0,0,0,18,25,0,0,0,0,0
2009,6/6/09,L-7,BT2,0,0,0,161,14,0,0,0,0,0
2009,6/6/09,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2009,6/7/09,MH-2,DN,1,0,1,0,0,1,0,2,1,1
2009,6/7/09,MH-2,BT1,5,0,1,64,14,1,1,2,2,0
2009,6/7/09,MH-2,BT2,2,0,1,1,2,0,1,1,1,0
2009,6/7/09,MH-2,BT3,1,0,2,1,5,0,1,2,1,0
2009,6/8/09,AV-1,DN,1,3,3,0,0,4,3,0,2,0
2009,6/8/09,AV-1,BT1,3,1,2,209,12,2,2,0,1,0
2009,6/8/09,AV-1,BT2,0,0,0,0,0,0,0,0,0,0
2009,6/8/09,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2009,6/9/09,H-6,DN,2,1,0,0,0,1,1,5,2,1
2009,6/9/09,H-6,BT1,1,0,0,0,1,0,0,0,1,0
2009,6/9/09,H-6,BT2,0,1,0,1,5,0,0,2,0,0
2009,6/9/09,H-6,BT3,1,0,0,2,1,0,0,2,2,0
2009,6/11/09,B-13,BT,0,0,1,0,4,0,1,0,2,2
2009,6/11/09,B-13,DN,0,0,0,0,0,0,0,5,0,0
2009,6/14/09,R-21,DN,0,0,0,0,0,0,0,0,0,0
2009,6/14/09,R-21,BT1,0,0,0,12,29,0,0,0,0,0
2009,6/14/09,R-21,BT2,0,0,0,20,0,0,0,0,0,0
2009,6/14/09,R-21,BT3,0,0,0,8,2,0,0,0,0,0
2009,6/14/09,R-22,DN,0,0,0,0,0,0,0,0,0,0
2009,6/14/09,R-22,BT1,0,0,0,81,10,0,0,0,0,0
2009,6/14/09,R-22,BT2,0,0,0,155,0,0,0,0,0,0
2009,6/14/09,R-22,BT3,0,0,0,85,32,0,0,0,0,0
