year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2003,6/3/03,AV-1,DN,1,0,0,0,0,0,1,2,0,0
2003,6/3/03,AV-1,BT1,0,0,2,0,29,1,1,0,1,0
2003,6/3/03,AV-5,DN,1,0,0,0,0,0,0,0,0,0
2003,6/3/03,AV-5,BT1,0,0,2,12,48,0,0,0,0,0
2003,6/3/03,AV-6,DN,0,0,0,0,0,0,0,0,0,0
2003,6/3/03,AV-6,BT1,1,0,5,0,3,0,0,2,1,0
2003,6/3/03,AV-7,DN,0,0,2,0,0,0,0,0,0,0
2003,6/3/03,AV-7,BT1,0,0,0,82,18,3,0,0,0,0
2003,6/4/03,R-10,DN,3,0,2,87,0,1,0,33,0,0
2003,6/4/03,R-10,BT1,2,0,2,14,0,0,1,2,0,15
2003,6/4/03,R-10,BT2,0,0,0,16,0,0,0,0,0,1
2003,6/4/03,R-10,BT3,0,0,0,62,0,0,0,0,0,0
2003,6/8/03,F-1,DN,2,0,1,0,0,1,0,4,0,0
2003,6/8/03,F-1,BT1,1,0,0,0,2,2,1,0,0,0
2003,6/8/03,F-1,BT2,2,0,1,0,2,1,0,0,0,0
2003,6/8/03,F-1,BT3,1,0,0,1,2,2,0,0,0,0
2003,6/8/03,L-7,DN,0,0,3,0,0,7,0,4,0,0
2003,6/8/03,L-7,BT1,0,0,0,0,14,0,0,0,0,0
2003,6/8/03,L-7,BT2,0,0,0,1,3,0,0,1,0,0
2003,6/8/03,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2003,6/8/03,L-8,DN,1,1,3,0,0,1,0,3,2,0
2003,6/8/03,L-8,BT1,0,0,0,1,4,0,0,0,0,0
2003,6/8/03,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/8/03,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2003,6/9/03,F-4,DN,0,1,1,0,0,0,1,1,0,0
2003,6/9/03,F-4,BT1,0,0,0,0,1,0,0,0,0,0
2003,6/9/03,F-4,BT2,0,0,0,0,0,0,1,0,0,0
2003,6/9/03,F-4,BT3,0,1,0,0,0,1,0,0,0,0
2003,6/9/03,H-4,DN,0,0,2,74,0,2,0,4,2,0
2003,6/9/03,H-4,BT1,0,0,0,3,1,0,0,1,0,0
2003,6/9/03,H-4,BT2,1,0,0,2,0,1,0,0,0,0
2003,6/9/03,H-4,BT3,0,1,0,3,2,0,0,0,0,0
2003,6/10/03,R-11,DN,4,0,0,0,0,4,0,31,0,0
2003,6/10/03,R-11,BT1,2,0,2,319,16,1,0,1,0,0
2003,6/10/03,R-11,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/10/03,R-11,BT3,0,0,0,0,0,0,0,0,0,0
2003,6/11/03,B-3,DN,0,2,9,0,0,2,10,16,2,1
2003,6/11/03,B-3,BT1,0,0,0,0,1,0,3,1,21,0
2003,6/11/03,F-3,DN,0,1,1,0,0,2,0,0,1,0
2003,6/11/03,F-3,BT1,0,0,2,0,0,1,0,0,1,0
2003,6/11/03,F-3,BT2,0,0,1,1,0,1,0,0,1,0
2003,6/11/03,MNV-3,DN,3,4,11,0,0,12,5,176,43,4
2003,6/11/03,MNV-3,BT1,0,0,0,11,8,9,5,7,31,0
2003,6/11/03,MNV-3,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/11/03,MNV-3,BT3,0,0,0,0,0,0,0,0,0,0
2003,6/11/03,MNV-4,DN,21,5,40,0,0,8,0,57,62,0
2003,6/11/03,MNV-4,BT1,21,1,16,17,66,20,0,29,42,0
2003,6/11/03,MNV-4,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/11/03,MNV-4,BT3,0,0,0,0,0,0,0,0,0,0
2003,6/12/03,R-12,DN,15,0,3,0,0,0,0,2,0,0
2003,6/12/03,R-12,BT1,1,2,2,38,16,2,0,1,1,1
2003,6/12/03,R-12,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/14/03,B-10,DN,3,0,30,0,0,2,2,35,0,3
2003,6/14/03,B-10,BT1,0,0,2,5,4,11,2,17,0,0
2003,6/16/03,B-11,DN,17,0,13,0,0,20,0,30,100,0
2003,6/16/03,B-11,BT1,8,1,5,107,34,3,0,30,30,1
2003,6/16/03,H-4,DN,12,0,10,0,0,0,0,294,0,0
2003,6/16/03,H-4,BT1,32,0,0,0,0,0,0,6,5,0
2003,6/16/03,H-4,BT2,38,0,15,27,4,0,0,10,35,0
2003,6/16/03,H-4,BT3,20,0,0,0,0,0,0,8,3,0
2003,6/18/03,MNV-1,DN,3,0,1,0,0,17,0,58,22,7
2003,6/18/03,MNV-1,BT1,1,0,0,64,8,2,0,0,37,0
2003,6/18/03,MNV-1,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/18/03,MNV-1,BT3,0,0,0,0,0,0,0,0,0,0
2003,6/18/03,MNV-2,DN,3,1,8,0,0,37,1,1,114,1
2003,6/18/03,MNV-2,BT1,3,0,10,428,22,2,0,3,100,0
2003,6/18/03,MNV-2,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/18/03,MNV-2,BT3,0,0,0,0,0,0,0,0,0,0
2003,6/19/03,B-1,DN,9,0,3,0,0,0,2,87,1,2
2003,6/19/03,B-1,BT1,0,0,6,56,7,1,5,6,0,0
2003,6/19/03,E-18,DN,6,0,0,41,0,1,0,2,1,0
2003,6/19/03,E-18,BT1,2,0,0,15,2,1,0,22,0,0
2003,6/19/03,E-18,BT2,5,0,0,5,3,0,0,15,0,0
2003,6/19/03,E-18,BT3,0,0,0,6,0,0,0,7,0,0
2003,6/19/03,E-10,DN,0,0,1,0,0,1,1,74,0,0
2003,6/19/03,E-10,BT1,0,0,0,9,1,0,0,17,0,0
2003,6/19/03,E-10,BT2,0,0,0,2,2,0,0,13,0,0
2003,6/19/03,E-10,BT3,0,0,0,2,0,0,0,16,0,0
2003,6/20/03,AV-1,BT1,11,0,2,25,28,1,0,1,0,0
2003,6/20/03,AV-1,BT2,0,0,0,23,0,0,0,0,0,0
2003,6/20/03,AV-1,DN,11,0,3,0,0,4,1,32,1,0
2003,6/21/03,L-4,DN,2,0,3,0,0,2,0,3,1,1
2003,6/21/03,L-4,BT1,1,1,0,32,9,0,0,0,0,0
2003,6/21/03,L-4,BT2,1,0,0,15,14,0,0,0,0,0
2003,6/21/03,L-4,BT3,0,0,0,5,1,0,0,0,0,0
2003,6/21/03,L-9,DN,1,0,4,0,0,3,0,4,1,0
2003,6/21/03,L-9,BT1,0,1,4,4,3,2,1,1,1,0
2003,6/21/03,L-9,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/21/03,L-9,BT3,0,0,0,0,0,0,0,0,0,0
2003,6/22/03,F-1,DN,1,0,0,0,0,1,0,3,0,0
2003,6/22/03,F-1,BT1,48,0,4,145,40,0,0,0,0,0
2003,6/22/03,E-17,DN,2,0,3,0,0,12,1,3,1,0
2003,6/22/03,E-17,BT1,0,0,0,28,10,0,1,0,0,0
2003,6/22/03,E-17,BT2,0,0,0,6,1,0,0,0,0,0
2003,6/22/03,E-17,BT3,3,0,1,38,9,2,1,1,1,1
2003,6/22/03,R-12,DN,30,0,12,12,25,2,0,20,1,0
2003,6/22/03,R-12,BT1,25,0,14,0,0,0,0,1,0,0
2003,6/22/03,R-12,BT2,25,0,0,0,0,0,0,0,0,0
2003,6/22/03,R-12,BT3,25,0,0,0,0,0,0,0,0,0
2003,6/22/03,R-13,DN,1,0,10,0,0,3,1,1,3,1
2003,6/22/03,R-13,BT1,0,0,7,8,8,1,0,1,2,0
2003,6/22/03,R-13,BT2,0,0,0,0,0,0,0,0,1,0
2003,6/22/03,R-13,BT3,0,0,0,0,0,0,0,0,1,0
2003,6/24/03,E-11,DN,0,0,0,0,0,0,0,2,1,0
2003,6/24/03,E-11,BT1,2,0,0,0,1,1,0,2,0,0
2003,6/24/03,E-11,BT2,2,0,0,0,0,1,0,2,0,0
2003,6/24/03,E-11,BT3,1,0,0,0,0,1,0,1,0,0
2003,6/24/03,E-16,DN,0,0,2,0,0,23,1,2,208,1
2003,6/24/03,E-16,BT1,1,0,0,41,1,4,4,0,20,0
2003,6/24/03,E-16,BT2,5,0,1,7,1,21,1,0,21,0
2003,6/24/03,E-16,BT3,1,0,1,5,1,6,0,0,22,0
2003,6/24/03,H-6,DN,2,0,5,1,1,0,0,2,1,0
2003,6/24/03,H-6,BT1,2,0,5,0,4,0,0,2,0,0
2003,6/24/03,H-6,BT2,0,0,0,0,0,0,0,0,0,0
2003,6/24/03,H-6,BT3,0,0,0,0,0,0,0,0,0,0
