year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2004,6/7/04,MH-9,DN,0,1,15,0,0,1,2,1,0,0
2004,6/7/04,MH-9,BT1,1,1,0,5,5,1,1,36,2,1
2004,6/7/04,MH-9,BT2,0,0,0,0,0,0,0,0,2,0
2004,6/7/04,MH-9,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/9/04,H-4,DN,1,1,2,0,0,3,0,2,2,0
2004,6/9/04,H-4,BT1,1,0,1,210,3,0,0,0,6,0
2004,6/9/04,H-4,BT2,1,0,0,218,2,0,0,0,4,0
2004,6/9/04,H-4,BT3,8,1,1,76,6,1,0,4,0,0
2004,6/10/04,E-9,DN,2,0,2,10,5,2,0,2,0,1
2004,6/10/04,E-9,BT1,1,0,0,0,0,0,0,0,0,0
2004,6/10/04,E-9,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/10/04,E-9,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/10/04,E-10,DN,1,0,0,0,0,1,0,2,1,0
2004,6/10/04,E-10,BT1,1,0,0,16,3,0,0,1,1,0
2004,6/10/04,E-10,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/10/04,E-10,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/13/04,L-7,DN,1,0,0,0,0,1,0,4,2,4
2004,6/13/04,L-7,BT1,1,0,2,52,13,0,0,1,1,1
2004,6/13/04,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/13/04,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/13/04,L-8,DN,2,0,0,0,0,0,0,0,0,0
2004,6/13/04,L-8,BT1,0,0,2,18,65,2,1,5,2,1
2004,6/13/04,L-8,BT2,0,0,0,0,0,0,0,1,1,0
2004,6/13/04,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/14/04,R-10,DN,13,0,1,0,0,0,0,8,0,56
2004,6/14/04,R-10,BT1,15,0,29,174,63,1,0,5,0,9
2004,6/14/04,R-10,BT2,0,0,0,0,0,0,0,0,1,0
2004,6/14/04,R-10,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,AV-1,DN,0,0,1,0,0,0,0,1,12,0
2004,6/15/04,AV-1,BT1,2,0,0,72,102,1,1,0,0,0
2004,6/15/04,AV-1,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,AV-6,DN,4,0,5,82,23,0,0,3,1,0
2004,6/15/04,AV-6,BT1,1,0,0,0,0,0,0,0,0,0
2004,6/15/04,AV-6,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,AV-6,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,AV-8,DN,1,0,1,0,0,1,1,2,2,1
2004,6/15/04,AV-8,BT1,2,0,1,150,1,0,1,1,1,0
2004,6/15/04,AV-8,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,AV-8,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,B-3,DN,0,0,8,0,0,1,0,25,2,1
2004,6/15/04,B-3,BT1,1,0,1,5,7,19,2,10,20,0
2004,6/15/04,B-3,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,B-10,DN,0,0,6,0,0,1,4,168,26,2
2004,6/15/04,B-10,BT1,1,0,0,7,0,0,9,14,2,0
2004,6/15/04,B-10,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,B-10,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,MH-2,DN,0,0,2,0,0,1,1,4,0,1
2004,6/15/04,MH-2,BT1,2,0,1,44,5,0,1,3,0,0
2004,6/15/04,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/15/04,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2004,6/16/04,H-6,DN,15,0,0,0,0,0,0,41,10,0
2004,6/16/04,H-6,BT1,11,0,0,4,2,0,0,1,9,0
2004,6/16/04,H-6,BT2,15,0,1,0,1,0,0,4,6,0
2004,6/16/04,H-6,BT3,23,0,0,2,3,0,0,3,13,0
2004,6/17/04,F-3,DN,0,0,0,0,0,1,0,0,0,0
2004,6/17/04,F-3,BT1,0,0,0,0,0,1,0,0,0,0
2004,6/17/04,F-3,BT2,0,0,1,0,0,1,0,0,1,0
2004,6/17/04,F-3,BT3,0,0,0,0,0,1,0,0,0,0
2004,6/17/04,F-4,DN,2,0,1,1,0,3,0,3,0,0
2004,6/17/04,F-4,BT1,0,2,0,2,3,0,0,0,0,0
2004,6/17/04,F-4,BT2,0,0,1,1,0,1,0,0,1,0
2004,6/17/04,F-4,BT3,0,0,0,0,0,1,0,0,1,0
2004,6/18/04,R-11,DN,0,0,0,54,28,0,0,3,0,0
2004,6/18/04,R-11,BT1,0,0,0,0,0,0,0,2,0,0
2004,6/18/04,R-11,BT2,0,0,0,0,0,0,0,0,0,0
2004,6/18/04,R-11,BT3,0,0,0,0,0,0,0,0,0,0
