year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2006,6/14/04,R-2,DN,1,1,3,0,0,0,0,2,0,1
2006,6/14/04,R-2,BT1,0,0,0,0,0,0,0,0,0,0
2006,6/14/04,R-2,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/14/04,R-2,BT3,0,0,1,3,5,0,1,2,1,1
2006,5/30/06,H-30,DN,0,0,0,0,0,2,0,2,1,0
2006,5/30/06,H-30,BT1,2,0,1,21,21,0,0,1,1,0
2006,5/30/06,H-30,BT2,1,0,1,1,1,0,0,1,1,0
2006,5/30/06,H-30,BT3,1,0,1,2,1,1,0,1,1,0
2006,6/1/06,B-2,DN,5,0,20,0,0,13,0,10,0,0
2006,6/1/06,B-2,BT1,0,0,0,30,6,0,0,2,0,0
2006,6/1/06,B-2,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/1/06,B-2,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/5/06,MH-2,DN,1,0,3,0,0,0,4,5,2,0
2006,6/5/06,MH-2,BT1,3,2,0,241,8,1,3,1,1,1
2006,6/5/06,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/5/06,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/5/06,R-7,DN,1,0,3,0,0,3,1,3,1,1
2006,6/5/06,R-7,BT1,0,0,1,0,0,0,0,0,0,0
2006,6/5/06,R-7,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/5/06,R-7,BT3,2,0,2,223,58,1,4,2,1,0
2006,6/6/06,AV-1,DN,2,1,5,0,0,3,2,3,3,0
2006,6/6/06,AV-1,BT1,2,0,2,15,15,0,0,2,0,0
2006,6/6/06,AV-1,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/6/06,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/6/06,AV-6,DN,1,0,1,0,0,1,1,1,1,0
2006,6/6/06,AV-6,BT1,2,0,0,3,1,0,1,0,1,0
2006,6/6/06,AV-6,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/6/06,AV-6,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/6/06,AV-8,DN,3,0,2,0,0,2,0,2,3,1
2006,6/6/06,AV-8,BT1,0,0,1,5,0,1,1,0,1,0
2006,6/6/06,AV-8,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/6/06,AV-8,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/6/06,AV-9,DN,1,1,2,0,0,0,0,1,1,0
2006,6/6/06,AV-9,BT1,2,0,2,0,0,2,1,0,1,0
2006,6/6/06,AV-9,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/6/06,AV-9,BT3,0,0,0,0,4,0,0,0,0,0
2006,6/6/06,H-4,DN,11,11,2,0,0,5,0,5,28,3
2006,6/6/06,H-4,BT1,0,0,0,3,3,0,0,3,1,0
2006,6/6/06,H-4,BT2,0,0,0,2,6,3,0,1,3,1
2006,6/6/06,H-4,BT3,0,0,0,4,7,1,0,10,11,0
2006,6/6/06,B-11,DN,1,0,0,0,0,0,0,1,1,0
2006,6/6/06,B-11,BT1,2,0,1,1,11,0,1,0,0,0
2006,6/6/06,B-11,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/6/06,B-11,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/10/06,E-10,DN,0,0,0,0,0,0,0,0,0,0
2006,6/10/06,E-10,BT1,0,0,0,3,1,0,0,0,0,0
2006,6/10/06,E-10,BT2,0,0,0,5,1,0,0,0,0,0
2006,6/10/06,E-10,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/10/06,L-7,DN,0,0,0,0,0,0,0,0,0,0
2006,6/10/06,L-7,BT1,0,0,0,1,3,0,0,0,0,0
2006,6/10/06,L-7,BT2,0,0,0,0,37,0,0,0,0,0
2006,6/10/06,L-7,BT3,0,0,0,1,4,0,0,0,0,0
2006,6/10/06,L-8,DN,0,0,0,0,0,0,0,0,0,0
2006,6/10/06,L-8,BT1,0,0,0,4,1,0,0,0,0,0
2006,6/10/06,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/10/06,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/13/06,R-6,DN,0,0,0,0,0,0,0,0,0,0
2006,6/13/06,R-6,BT1,0,1,1,13,7,0,0,0,0,0
2006,6/13/06,R-6,BT2,0,0,0,14,6,0,0,0,0,0
2006,6/13/06,R-6,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/14/06,H-6,DN,0,0,2,0,0,4,1,17,2,0
2006,6/14/06,H-6,BT1,1,0,0,20,2,1,0,4,6,2
2006,6/14/06,H-6,BT2,2,0,0,34,1,1,0,1,2,0
2006,6/14/06,H-6,BT3,0,0,0,6,1,6,0,0,22,0
2006,6/15/06,B-10,DN,2,0,12,0,0,2,0,234,0,16
2006,6/15/06,B-10,BT1,1,0,0,1,0,1,0,52,0,0
2006,6/15/06,B-10,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/15/06,B-10,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/15/06,MH-10,DN,0,0,0,0,0,0,0,0,0,0
2006,6/15/06,MH-10,BT1,0,0,0,21,13,0,0,0,0,0
2006,6/15/06,MH-10,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/15/06,MH-10,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/18/06,B-3,DN,0,2,11,0,0,1,1,23,0,0
2006,6/18/06,B-3,BT1,0,1,3,2,2,1,1,7,1,0
2006,6/18/06,B-3,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/18/06,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/20/06,B-11,DN,12,0,9,0,0,2,1,16,0,0
2006,6/20/06,B-11,BT1,36,0,9,260,46,33,3,0,0,0
2006,6/20/06,B-11,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/20/06,B-11,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/20/06,WSP-2,DN,0,0,1,0,0,1,0,1,1,0
2006,6/20/06,WSP-2,BT1,0,0,0,2,0,1,0,3,0,0
2006,6/20/06,WSP-2,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/20/06,WSP-2,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/21/06,E-23,DN,0,0,0,0,0,0,0,0,0,0
2006,6/21/06,E-23,BT1,3,0,1,29,0,1,0,1,0,0
2006,6/21/06,E-23,BT2,1,0,0,20,0,0,0,2,0,0
2006,6/21/06,E-23,BT3,2,0,0,14,12,0,0,0,0,0
2006,6/21/06,H-6,DN,0,0,0,0,0,0,0,0,0,0
2006,6/21/06,H-6,BT1,0,0,0,22,22,0,0,0,0,0
2006,6/21/06,H-6,BT2,0,0,0,32,21,0,0,0,0,0
2006,6/21/06,H-6,BT3,0,0,0,45,43,0,0,0,0,0
2006,6/21/06,H-56,DN,1,2,7,0,0,6,93,5,10,2
2006,6/21/06,H-56,BT1,0,1,1,28,28,2,6,0,1,0
2006,6/21/06,H-56,BT2,0,1,0,34,2,2,10,2,0,1
2006,6/21/06,H-56,BT3,0,0,3,5,3,2,20,1,0,0
2006,6/21/06,E-10,DN,0,1,0,0,0,1,0,2,0,0
2006,6/21/06,E-10,BT1,3,0,0,12,12,0,0,1,0,0
2006,6/21/06,E-10,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/21/06,E-10,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/21/06,F-4,DN,0,0,0,0,0,0,0,1,0,0
2006,6/21/06,F-4,BT1,0,0,0,0,0,0,0,0,0,0
2006,6/21/06,F-4,BT2,0,0,0,0,0,0,0,1,0,0
2006,6/21/06,F-4,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/21/06,F-3,DN,0,0,2,0,0,0,0,1,0,0
2006,6/21/06,F-3,BT1,0,1,0,0,0,0,0,0,0,0
2006,6/21/06,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/21/06,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/24/06,MH-2,DN,1,0,0,0,0,1,0,2,0,0
2006,6/24/06,MH-2,BT1,1,0,0,0,0,0,0,0,1,0
2006,6/24/06,MH-2,BT2,0,0,0,0,0,0,0,1,0,0
2006,6/24/06,MH-2,BT3,0,0,0,0,2,0,0,2,0,0
2006,6/25/06,L-9,DN,0,1,3,0,0,0,0,2,1,0
2006,6/25/06,L-9,BT1,0,1,1,4,1,3,0,0,0,0
2006,6/25/06,L-9,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/25/06,L-9,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/26/06,AV-9,DN,0,0,4,0,0,12,0,2,50,0
2006,6/26/06,AV-9,BT1,2,0,1,9,8,6,1,1,3,0
2006,6/26/06,AV-9,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/26/06,AV-9,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/27/06,R-6,DN,2,1,6,0,0,6,0,16,16,2
2006,6/27/06,R-6,BT1,3,7,0,25,3,7,1,0,2,0
2006,6/27/06,R-6,BT2,0,4,1,5,2,6,0,0,5,0
2006,6/27/06,R-6,BT3,3,2,1,2,0,5,0,0,3,0
2006,6/28/06,E-22,DN,1,0,0,0,0,2,0,2,0,0
2006,6/28/06,E-22,BT1,1,0,0,3,4,1,0,1,0,0
2006,6/28/06,E-22,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/28/06,E-22,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/28/06,E-21,DN,2,0,1,0,0,2,0,1,0,1
2006,6/28/06,E-21,BT1,2,0,0,7,29,1,0,0,0,0
2006,6/28/06,E-21,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/28/06,E-21,BT3,0,0,0,0,0,0,0,0,0,0
2006,6/28/06,R-3,DN,0,0,0,0,0,0,0,0,0,0
2006,6/28/06,R-3,BT1,0,0,0,0,0,0,0,0,0,0
2006,6/28/06,R-3,BT2,0,0,0,0,0,0,0,0,0,0
2006,6/28/06,R-3,BT3,0,0,0,17,0,2,0,0,0,0
2006,7/1/06,L-7,DN,1,0,2,0,0,0,0,2,0,1
2006,7/1/06,L-7,BT1,2,0,1,2,10,0,0,1,1,1
2006,7/1/06,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2006,7/1/06,L-7,BT3,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
