year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2008,5/25/08,H-30,DN,0,0,0,0,0,1,0,1,0,1
2008,5/25/08,H-30,BT1,2,0,1,46,66,1,0,1,0,0
2008,5/25/08,H-30,BT2,2,0,0,24,16,1,0,0,0,0
2008,5/25/08,H-30,BT3,1,0,1,50,38,0,0,0,0,0
2008,6/3/08,AV-13,DN,2,0,1,0,0,1,3,0,0,1
2008,6/3/08,AV-13,BT1,1,0,1,0,0,0,1,2,0,0
2008,6/3/08,AV-13,BT2,1,0,1,0,1,0,1,2,0,0
2008,6/3/08,AV-13,BT3,0,0,1,0,1,0,1,2,0,0
2008,6/3/08,AV-12,DN,2,0,1,0,0,1,1,3,2,0
2008,6/3/08,AV-12,BT1,1,0,1,284,24,2,0,2,1,0
2008,6/3/08,AV-12,BT2,0,0,0,3,0,1,0,0,1,0
2008,6/3/08,AV-12,BT3,0,0,0,5,2,1,0,1,1,0
2008,6/3/08,AV-1,DN,1,0,3,0,0,3,0,3,2,0
2008,6/3/08,AV-1,BT1,1,0,0,0,3,1,0,1,1,0
2008,6/3/08,AV-1,BT2,2,0,1,1,0,0,0,1,1,0
2008,6/3/08,AV-1,BT3,1,0,0,1,0,1,0,0,1,0
2008,6/3/08,R-4,DN,0,0,0,0,0,0,0,0,0,0
2008,6/3/08,R-4,BT1,0,0,0,53,14,0,0,0,0,0
2008,6/3/08,R-4,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/3/08,R-4,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/4/08,E-10,DN,2,0,2,0,0,1,1,3,1,0
2008,6/4/08,E-10,BT1,1,0,0,2,3,0,0,2,3,0
2008,6/4/08,E-10,BT2,0,0,1,2,0,1,0,2,2,0
2008,6/4/08,E-10,BT3,0,0,0,3,0,1,0,2,2,0
2008,6/4/08,H-4,DN,2,1,0,0,0,1,1,3,1,0
2008,6/4/08,H-4,BT1,0,0,0,1,6,1,0,0,2,0
2008,6/4/08,H-4,BT2,0,0,0,0,0,0,0,0,1,0
2008,6/4/08,H-4,BT3,0,0,0,0,0,0,0,0,1,0
2008,6/8/08,AV-14,DN,0,0,0,0,0,1,0,2,0,0
2008,6/8/08,AV-14,BT1,0,0,0,28,6,1,0,2,2,0
2008,6/8/08,AV-14,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,AV-14,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,H-6,DN,1,1,0,0,0,0,0,1,1,0
2008,6/8/08,H-6,BT1,0,0,0,47,10,0,0,1,2,0
2008,6/8/08,H-6,BT2,1,0,0,52,15,0,0,0,0,0
2008,6/8/08,H-6,BT3,0,0,0,25,16,0,0,0,0,0
2008,6/8/08,L-8,DN,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,L-8,BT1,0,0,0,2,1,0,0,0,0,0
2008,6/8/08,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,L-7,DN,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,L-7,BT1,0,0,0,60,141,0,0,0,0,0
2008,6/8/08,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,L-4,DN,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,L-4,BT1,0,0,0,326,173,0,0,0,0,0
2008,6/8/08,L-4,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,L-4,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,R-5,DN,2,1,2,0,0,1,1,6,3,2
2008,6/8/08,R-5,BT1,5,0,1,28,3,0,0,2,1,0
2008,6/8/08,R-5,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/8/08,R-5,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/9/08,WSP-2,DN,1,1,2,0,0,2,4,3,1,1
2008,6/9/08,WSP-2,BT1,1,1,0,7,3,0,2,3,0,0
2008,6/9/08,WSP-2,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/9/08,WSP-2,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/9/08,R-1,DN,0,0,0,0,0,0,0,0,0,0
2008,6/9/08,R-1,BT1,0,0,0,99,14,0,0,0,0,0
2008,6/9/08,R-1,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/9/08,R-1,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/13/08,R-14,DN,0,0,0,0,0,0,0,0,0,0
2008,6/13/08,R-14,BT1,0,0,0,3,9,0,0,0,0,0
2008,6/13/08,R-14,BT2,0,0,0,0,1,0,0,0,0,0
2008,6/13/08,R-14,BT3,0,0,0,3,19,0,0,0,0,0
2008,6/15/08,AV-1,DN,0,0,0,0,0,0,0,0,0,0
2008,6/15/08,AV-1,BT1,4,0,0,123,30,0,0,0,0,0
2008,6/15/08,AV-1,BT2,0,0,0,86,2,0,0,0,0,0
2008,6/15/08,AV-1,BT3,0,0,0,28,25,0,0,0,0,0
2008,6/15/08,H-56,DN,0,1,2,0,0,1,0,5,2,0
2008,6/15/08,H-56,BT1,0,0,1,2,1,0,0,0,1,0
2008,6/15/08,H-56,BT2,1,0,0,3,8,0,0,0,1,0
2008,6/15/08,H-56,BT3,0,0,2,1,6,1,0,0,2,0
2008,6/16/08,MH-2,DN,1,0,0,0,0,1,2,4,1,1
2008,6/16/08,MH-2,BT1,0,1,0,307,9,1,3,2,1,0
2008,6/16/08,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/16/08,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/17/08,MH-13,DN,3,0,1,0,0,1,0,2,1,0
2008,6/17/08,MH-13,BT1,3,0,2,51,11,2,0,1,1,0
2008,6/17/08,MH-13,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/17/08,MH-13,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/19/08,B-1,DN,0,0,0,0,0,0,0,0,0,0
2008,6/19/08,B-1,BT1,0,0,0,100,25,0,0,0,0,0
2008,6/19/08,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/19/08,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/19/08,E-22,DN,2,0,2,0,0,2,0,5,0,0
2008,6/19/08,E-22,BT1,2,0,0,14,4,2,0,4,0,0
2008,6/19/08,E-22,BT2,0,0,0,32,26,0,0,0,1,0
2008,6/19/08,E-22,BT3,1,0,0,25,9,1,0,2,0,0
2008,6/19/08,E-21,DN,1,1,3,0,0,1,0,2,1,0
2008,6/19/08,E-21,BT1,1,0,1,8,3,1,0,1,1,0
2008,6/19/08,E-21,BT2,2,0,0,1,0,0,0,2,0,0
2008,6/19/08,E-21,BT3,1,0,0,2,0,1,0,1,2,1
2008,6/21/08,B-6,DN,0,0,0,0,0,0,0,0,0,0
2008,6/21/08,B-6,BT1,0,0,0,95,1,0,0,0,0,0
2008,6/21/08,B-6,BT2,0,0,0,0,0,0,0,0,0,0
2008,6/21/08,B-6,BT3,0,0,0,0,0,0,0,0,0,0
2008,6/21/08,B-1,DN,1,0,2,0,0,0,0,5,1,1
2008,6/21/08,B-1,BT1,0,1,1,2,2,0,0,0,0,0
2008,6/21/08,B-1,BT2,1,0,1,2,2,0,0,0,0,0
