year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2012,5/31/12,H-4,DN,1,0,1,0,0,2,0,1,0,0
2012,5/31/12,H-4,BT1,0,0,0,0,0,0,0,0,0,0
2012,5/31/12,H-4,BT2,0,0,0,0,0,0,0,0,0,0
2012,5/31/12,H-4,BT3,0,0,0,0,0,0,0,0,1,0
2012,6/4/12,AV-13,DN,3,0,1,0,0,0,0,3,2,1
2012,6/4/12,AV-13,BT1,1,0,2,3,4,1,0,1,0,0
2012,6/4/12,AV-13,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,AV-13,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,AV-17,DN,2,0,0,0,0,1,0,1,0,0
2012,6/4/12,AV-17,BT1,1,0,0,3,1,2,0,0,0,0
2012,6/4/12,AV-17,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,AV-17,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,SSP-1,DN,0,2,3,0,0,1,3,1,1,0
2012,6/4/12,SSP-1,BT1,0,0,1,39,32,1,0,0,1,0
2012,6/4/12,SSP-1,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,SSP-1,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/5/12,F-3,DN,0,0,0,0,0,2,0,2,1,0
2012,6/5/12,F-3,BT1,0,0,0,0,0,0,0,0,1,0
2012,6/5/12,F-3,BT2,0,0,0,0,0,0,0,0,1,0
2012,6/5/12,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/5/12,F-5,DN,1,1,0,0,0,0,0,3,0,0
2012,6/5/12,F-5,BT1,1,0,0,75,37,1,0,2,0,0
2012,6/5/12,F-5,BT2,1,0,0,156,3,0,0,3,0,0
2012,6/5/12,F-5,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/5/12,F-6,DN,2,0,2,0,0,2,0,1,2,1
2012,6/5/12,F-6,BT1,1,0,1,7,724,0,0,0,1,1
2012,6/5/12,F-6,BT2,1,0,2,8,13,1,0,0,2,1
2012,6/5/12,F-6,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,H-6,DN,2,0,0,0,0,2,0,3,1,1
2012,6/6/12,H-6,BT1,1,0,0,0,0,1,0,3,0,1
2012,6/6/12,H-6,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,H-6,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,B-1,DN,0,0,1,0,0,0,3,1,1,0
2012,6/6/12,B-1,BT1,1,0,2,58,12,0,2,1,2,0
2012,6/6/12,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,B-6,DN,0,0,2,0,0,0,0,0,1,0
2012,6/6/12,B-6,BT1,1,0,0,0,3,1,0,3,1,0
2012,6/6/12,B-6,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,B-6,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,H-6,DN,0,1,1,0,0,1,1,1,1,0
2012,6/6/12,H-6,BT1,1,0,0,8,4,0,1,2,1,0
2012,6/6/12,H-6,BT2,0,0,0,37,20,0,1,1,1,0
2012,6/6/12,H-6,BT3,0,0,0,0,2,0,1,4,1,0
2012,6/6/12,WSP-2,DN,1,0,3,0,0,1,0,3,1,1
2012,6/6/12,WSP-2,BT1,0,0,1,5,0,0,1,3,2,1
2012,6/6/12,WSP-2,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,WSP-2,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/9/12,R-1,DN,1,1,1,0,0,0,0,2,1,0
2012,6/9/12,R-1,BT1,1,0,0,89,27,0,0,3,0,0
2012,6/9/12,R-1,BT2,1,1,0,38,16,0,0,2,1,0
2012,6/9/12,R-1,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/10/12,L-7,DN,0,0,0,0,0,0,0,0,0,0
2012,6/10/12,L-7,BT1,0,0,0,2,40,0,0,0,0,0
2012,6/10/12,L-7,BT2,0,0,0,11,22,0,0,0,0,0
2012,6/10/12,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/10/12,L-8,DN,0,0,1,0,0,0,0,0,0,0
2012,6/10/12,L-8,BT1,0,0,5,37,13,0,0,0,0,0
2012,6/10/12,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/10/12,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/11/12,E-11,DN,0,0,0,0,0,0,0,0,0,0
2012,6/11/12,E-11,BT1,0,0,0,13,2,0,0,0,0,0
2012,6/11/12,E-11,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/11/12,E-11,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/12/12,H-56,DN,2,0,2,0,0,0,1,3,1,0
2012,6/12/12,H-56,BT1,1,0,1,10,0,0,1,1,1,0
2012,6/12/12,H-56,BT2,0,1,0,30,2,1,0,1,1,0
2012,6/12/12,H-56,BT3,0,1,1,158,6,2,1,1,1,0
2012,6/12/12,MH-2,DN,0,0,3,0,0,1,2,4,2,1
2012,6/12/12,MH-2,BT1,1,1,1,171,1,0,1,2,1,0
2012,6/12/12,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/12/12,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/12/12,R-21,DN,2,0,2,0,0,4,2,3,1,1
2012,6/12/12,R-21,BT1,2,0,3,36,23,4,1,3,1,2
2012,6/12/12,R-21,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/12/12,R-21,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/12/12,SSP-3,DN,3,0,3,0,0,2,0,2,1,0
2012,6/12/12,SSP-3,BT1,4,0,2,213,101,1,0,2,1,0
2012,6/12/12,SSP-3,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/12/12,SSP-3,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/15/12,B-2,DN,1,0,0,0,0,1,0,1,1,1
2012,6/15/12,B-2,BT1,0,0,2,14,13,1,1,1,0,1
2012,6/15/12,B-2,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/15/12,B-2,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/15/12,B-3,DN,1,0,0,0,0,0,0,1,0,0
2012,6/15/12,B-3,BT1,0,0,0,4,1,1,0,2,0,0
2012,6/15/12,B-3,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/15/12,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/17/12,L-9,DN,0,0,3,0,0,0,0,0,0,0
2012,6/17/12,L-9,BT1,0,0,0,15,1,0,0,0,0,0
2012,6/17/12,L-9,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/17/12,L-9,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/17/12,L-10,DN,0,0,0,0,0,0,0,0,0,0
2012,6/17/12,L-10,BT1,0,0,0,2,2,0,0,0,0,0
2012,6/17/12,L-10,BT2,0,0,0,0,0,0,0,0,0,0
