year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2010,5/23/10,R-20,DN,1,0,2,0,0,2,4,2,2,1
2010,5/23/10,R-20,BT1,1,0,2,168,80,2,5,0,1,0
2010,5/23/10,R-20,BT2,0,0,0,0,0,0,0,0,0,0
2010,5/23/10,R-20,BT3,0,0,0,0,0,0,0,0,0,0
2010,5/25/10,H-4,DN,1,3,0,0,0,1,1,2,1,0
2010,5/25/10,H-4,BT1,0,0,0,0,0,1,0,0,1,0
2010,5/25/10,H-4,BT2,0,0,0,0,0,0,0,0,0,0
2010,5/25/10,H-4,BT3,0,0,0,0,1,0,0,0,0,0
2010,5/27/10,SSP-1,DN,2,2,1,0,0,2,0,2,1,0
2010,5/27/10,SSP-1,BT1,0,0,1,23,6,1,0,0,1,0
2010,5/27/10,SSP-1,BT2,0,0,0,0,0,0,0,0,0,0
2010,5/27/10,SSP-1,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/1/10,H-6,DN,2,1,0,0,0,0,0,3,1,0
2010,6/1/10,H-6,BT1,0,0,0,3,1,2,0,0,0,0
2010,6/1/10,H-6,BT2,0,0,0,1,4,1,0,4,0,0
2010,6/1/10,H-6,BT3,1,1,0,4,1,1,1,1,1,0
2010,6/1/10,MH-2,DN,0,0,0,0,0,0,0,0,0,0
2010,6/1/10,MH-2,BT1,0,0,0,137,1,0,0,0,0,0
2010,6/1/10,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/1/10,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,AV-1,DN,4,0,2,0,0,3,0,0,1,1
2010,6/2/10,AV-1,BT1,0,0,2,23,7,3,0,1,1,0
2010,6/2/10,AV-1,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,AV-17,DN,3,0,2,0,0,2,0,3,1,1
2010,6/2/10,AV-17,BT1,2,0,1,8,2,2,0,2,0,1
2010,6/2/10,AV-17,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,AV-17,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,R-21,DN,2,1,2,0,0,3,1,1,1,0
2010,6/2/10,R-21,BT1,2,0,1,78,47,2,0,3,1,0
2010,6/2/10,R-21,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,R-21,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/4/10,R-22,DN,2,0,3,0,0,2,0,4,3,1
2010,6/4/10,R-22,BT1,1,1,1,1,6,1,0,1,1,0
2010,6/4/10,R-22,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/4/10,R-22,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,AV-17B,DN,2,0,2,0,0,1,0,3,2,1
2010,6/5/10,AV-17B,BT1,2,0,2,7,3,0,0,4,0,0
2010,6/5/10,AV-17B,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,AV-17B,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,B-9,BT,0,0,0,4,6,0,0,0,0,0
2010,6/5/10,B-9,DN,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-7,DN,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-7,BT1,0,0,0,13,24,0,0,0,0,0
2010,6/5/10,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-8,DN,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-8,BT1,0,0,0,2,3,0,0,0,0,0
2010,6/5/10,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,AV-1,DN,1,0,3,0,0,4,0,2,1,0
2010,6/7/10,AV-1,BT1,1,0,3,23,9,1,0,0,1,0
2010,6/7/10,AV-1,BT2,2,0,1,7,4,3,0,0,2,0
2010,6/7/10,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,AV-18,DN,2,0,3,0,0,0,1,5,3,1
2010,6/7/10,AV-18,BT1,1,0,1,25,20,1,0,2,1,0
2010,6/7/10,AV-18,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,AV-18,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,F-3,DN,0,1,2,0,0,0,0,2,1,0
2010,6/7/10,F-3,BT1,0,0,0,0,0,0,0,1,0,0
2010,6/7/10,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,F-4,DN,0,0,0,0,0,1,0,0,0,0
2010,6/7/10,F-4,BT1,0,0,0,1,1,1,0,0,0,0
2010,6/7/10,F-4,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,F-4,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/8/10,B-1,BT,0,0,0,35,36,0,0,0,0,0
2010,6/8/10,B-1,DN,0,0,0,0,0,0,0,0,0,0
2010,6/8/10,R-23,DN,1,0,2,0,0,3,0,2,1,0
2010,6/8/10,R-23,BT1,0,2,1,13,11,1,0,3,1,0
2010,6/8/10,R-23,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/8/10,R-23,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/9/10,E-22,DN,5,0,0,0,0,1,0,3,1,1
2010,6/9/10,E-22,BT1,3,0,0,21,8,1,0,1,1,0
2010,6/9/10,E-22,BT2,1,0,0,211,11,1,0,1,1,0
2010,6/9/10,E-22,BT3,2,0,0,4,0,1,0,1,1,0
2010,6/9/10,E-21,DN,3,0,2,0,0,1,0,4,1,1
2010,6/9/10,E-21,BT1,1,0,0,12,10,0,0,1,1,0
2010,6/9/10,E-21,BT2,3,0,0,15,0,0,0,3,1,1
2010,6/9/10,E-21,BT3,2,0,0,61,4,1,0,0,1,0
2010,6/9/10,F-3,DN,0,2,2,0,0,2,0,2,1,0
2010,6/9/10,F-3,BT1,0,0,0,0,1,0,0,1,0,0
2010,6/9/10,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/9/10,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/14/10,B-3,BT,0,0,0,2,3,0,0,0,0,0
2010,6/14/10,B-3,DN,0,0,0,0,0,0,0,0,0,0
2010,6/14/10,WSP-2,DN,1,0,2,0,0,0,0,0,0,0
2010,6/14/10,WSP-2,BT1,1,0,0,9,5,0,0,0,0,0
2010,6/14/10,WSP-2,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/14/10,WSP-2,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/15/10,MH-14,DN,1,0,2,0,0,4,1,4,1,0
2010,6/15/10,MH-14,BT1,2,0,2,51,26,3,0,3,0,0
2010,6/15/10,MH-14,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/15/10,MH-14,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/16/10,E-31,DN,3,0,3,0,0,1,0,3,1,1
2010,6/16/10,E-31,BT1,0,0,1,7,1,0,0,1,1,0
2010,6/16/10,E-31,BT2,0,0,0,0,2,0,0,1,1,1
2010,6/16/10,E-31,BT3,0,0,0,2,3,0,0,1,0,0
2010,6/16/10,E-29,DN,2,0,1,0,0,1,0,2,1,1
2010,6/16/10,E-29,BT1,0,0,0,2,1,0,0,0,0,1
2010,6/16/10,E-29,BT2,0,0,1,23,3,0,0,0,0,1
2010,6/16/10,E-29,BT3,0,0,0,28,0,0,0,1,1,1
2010,6/16/10,H-30,DN,1,0,0,0,0,1,0,1,0,0
