year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2016,6/3/16,DC-2,DN,0,0,0,0,0,0,0,0,0,0
2016,6/3/16,DC-2,BT1,0,0,0,41,7,0,0,0,0,0
2016,6/3/16,DC-2,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/3/16,DC-2,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/6/16,B-7,DN,2,0,2,0,0,2,1,2,0,0
2016,6/6/16,B-7,BT1,2,0,1,117,7,1,1,3,0,0
2016,6/6/16,B-7,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/6/16,B-7,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/6/16,B-6,DN,0,0,0,0,0,0,0,0,0,0
2016,6/6/16,B-6,BT1,0,0,0,9,10,0,0,0,0,0
2016,6/6/16,B-6,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/6/16,B-6,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/7/16,H-56,DN,0,0,0,0,0,0,0,0,0,0
2016,6/7/16,H-56,BT1,0,0,0,327,6,0,0,0,0,0
2016,6/7/16,H-56,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/7/16,H-56,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/7/16,H-4,DN,0,0,0,0,0,0,0,1,0,0
2016,6/7/16,H-4,BT1,0,0,0,2,0,0,0,0,0,0
2016,6/7/16,H-4,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/7/16,H-4,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/7/16,R-21,DN,1,0,1,0,0,2,1,4,2,1
2016,6/7/16,R-21,BT1,3,0,1,67,31,0,1,3,1,0
2016,6/7/16,R-21,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/7/16,R-21,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/9/16,DC-3,DN,0,0,0,0,0,0,0,0,0,0
2016,6/9/16,DC-3,BT1,0,0,0,27,35,0,0,0,0,0
2016,6/9/16,DC-3,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/9/16,DC-3,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/11/16,L-8,DN,0,0,0,0,0,0,0,0,0,0
2016,6/11/16,L-8,BT1,0,0,0,8,1,0,0,0,0,0
2016,6/11/16,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/11/16,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/11/16,L-7,DN,0,0,0,0,0,0,0,0,0,0
2016,6/11/16,L-7,BT1,0,0,0,5,9,0,0,0,0,0
2016,6/11/16,L-7,BT2,0,0,0,2,15,0,0,0,0,0
2016,6/11/16,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/11/16,E-20,DN,0,0,0,0,0,0,0,0,0,0
2016,6/11/16,E-20,BT1,0,0,0,1,1,0,0,0,0,0
2016,6/11/16,E-20,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/11/16,E-20,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,R-1,DN,2,0,2,0,0,0,0,2,2,0
2016,6/13/16,R-1,BT1,2,0,2,220,33,0,0,1,0,0
2016,6/13/16,R-1,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,R-1,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,R-20,DN,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,R-20,BT1,0,0,0,175,49,0,0,0,0,0
2016,6/13/16,R-20,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,R-20,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,WSP-1,DN,2,0,1,0,0,3,1,2,2,0
2016,6/13/16,WSP-1,BT1,0,1,0,30,22,1,13,0,0,0
2016,6/13/16,WSP-1,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,WSP-1,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,WSP-10,DN,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,WSP-10,BT1,4,0,1,103,26,3,1,1,2,0
2016,6/13/16,WSP-10,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/13/16,WSP-10,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/14/16,B-3,DN,0,0,0,0,0,0,0,2,0,0
2016,6/14/16,B-3,BT1,0,0,0,14,5,0,2,4,0,0
2016,6/14/16,B-3,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/14/16,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/14/16,H-6,DN,1,3,1,0,0,2,1,3,0,0
2016,6/14/16,H-6,BT1,2,1,1,190,18,1,1,2,2,0
2016,6/14/16,H-6,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/14/16,H-6,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/14/16,H-57,DN,1,0,0,0,0,0,1,2,1,0
2016,6/14/16,H-57,BT1,1,0,0,233,25,0,0,1,0,0
2016,6/14/16,H-57,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/14/16,H-57,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/15/16,DC-4,DN,0,0,0,0,0,0,0,0,0,0
2016,6/15/16,DC-4,BT1,0,0,0,69,17,0,0,0,0,0
2016,6/15/16,DC-4,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/15/16,DC-4,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/15/16,MH-2,DN,0,0,2,0,0,2,3,3,1,1
2016,6/15/16,MH-2,BT1,1,0,1,26,10,1,1,2,1,1
2016,6/15/16,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2016,6/15/16,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2016,6/15/16,WSP-????,DN,0,0,0,0,0,0,0,0,0,0
2016,6/15/16,WSP-????,BT1,1,0,2,71,0,1,0,2,1,0
