year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2013,6/2/13,MH-2,DN,3,1,3,0,0,2,3,4,2,1
2013,6/2/13,MH-2,BT1,3,1,3,62,6,1,3,2,1,1
2013,6/2/13,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2013,6/2/13,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2013,6/4/13,H-4,DN,1,2,1,0,0,0,1,2,1,0
2013,6/4/13,H-4,BT1,0,0,0,0,0,0,0,0,0,0
2013,6/4/13,H-4,BT2,0,0,0,0,0,0,0,0,0,0
2013,6/4/13,H-4,BT3,1,0,0,2,2,2,0,0,0,0
2013,6/4/13,R-14,DN,1,0,1,0,0,3,3,0,1,0
2013,6/4/13,R-14,BT1,2,0,2,268,21,3,3,1,1,0
2013,6/4/13,R-14,BT2,0,0,0,0,0,0,0,0,0,0
2013,6/4/13,R-14,BT3,0,0,0,0,0,0,0,0,0,0
2013,6/5/13,B-1,DN,1,0,0,0,0,2,1,6,4,0
2013,6/5/13,B-1,BT1,1,0,5,13,9,0,12,3,4,5
2013,6/5/13,B-1,BT2,0,0,4,0,0,0,0,0,0,0
2013,6/5/13,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2013,6/5/13,B-3,DN,0,0,2,0,0,0,1,2,0,0
2013,6/5/13,B-3,BT1,0,0,0,1,0,0,1,0,0,0
2013,6/5/13,B-3,BT2,0,0,0,0,0,0,0,0,0,0
2013,6/5/13,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2013,6/6/13,E-7,DN,1,0,0,0,0,0,0,0,0,0
2013,6/6/13,E-7,BT1,0,0,5,6,15,2,3,0,2,0
2013,6/6/13,E-7,BT2,0,0,0,0,0,0,0,0,0,0
2013,6/6/13,E-7,BT3,0,0,0,0,0,0,0,0,0,0
2013,6/6/13,H-56,DN,1,0,1,0,0,2,1,3,1,0
