year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2015,6/1/15,SSP-1,DN,0,1,1,0,0,1,0,0,1,0
2015,6/1/15,SSP-1,BT1,0,2,1,5,0,2,0,0,0,0
2015,6/1/15,SSP-1,BT2,0,0,0,0,0,0,0,0,0,0
2015,6/1/15,SSP-1,BT3,0,0,0,0,0,0,0,0,0,0
2015,6/1/15,B-1,DN,0,0,0,0,0,2,1,1,1,0
2015,6/1/15,B-1,BT1,0,0,0,7,1,0,0,1,0,1
2015,6/1/15,B-1,BT2,0,0,0,35,2,0,0,1,1,1
2015,6/1/15,B-1,BT3,0,0,0,0,1,0,0,0,0,0
2015,6/3/15,H-4,DN,0,0,0,0,0,1,0,2,1,0
2015,6/3/15,H-4,BT1,0,0,0,1,1,0,0,1,1,0
2015,6/3/15,H-4,BT2,0,0,0,0,0,0,0,0,0,0
2015,6/3/15,H-4,BT3,0,0,0,0,0,0,0,0,0,0
2015,6/3/15,H-56,DN,0,0,0,0,0,0,0,0,0,0
2015,6/3/15,H-56,BT1,0,0,0,18,6,0,0,0,0,0
2015,6/3/15,H-56,BT2,0,0,0,5,0,0,0,0,0,0
2015,6/3/15,H-56,BT3,0,0,0,0,0,0,0,0,0,0
2015,6/3/15,B-3,DN,0,0,0,0,0,0,0,0,0,0
2015,6/3/15,B-3,BT1,0,1,0,2,3,0,1,0,0,0
2015,6/3/15,B-3,BT2,0,2,1,6,0,0,0,0,1,0
2015,6/3/15,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2015,6/4/15,R-2,DN,1,2,2,0,0,1,2,3,1,0
2015,6/4/15,R-2,BT1,1,0,2,173,27,0,1,2,1,0
2015,6/4/15,R-2,BT2,0,0,0,0,0,0,0,0,0,0
2015,6/4/15,R-2,BT3,0,0,0,0,0,0,0,0,0,0
2015,6/8/15,R-20,DN,1,0,1,0,0,1,4,0,1,0
2015,6/8/15,R-20,BT1,1,0,2,60,18,1,2,0,1,0
2015,6/8/15,R-20,BT2,0,0,0,0,0,0,0,0,0,0
2015,6/8/15,R-20,BT3,0,0,0,0,0,0,0,0,0,0
2015,6/8/15,R-4,DN,1,0,0,0,0,1,0,2,1,0
