year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2017,6/5/17,B-8,DN,1,0,2,0,0,0,0,2,1,0
2017,6/5/17,B-8,BT1,1,0,1,7,11,2,1,2,1,1
2017,6/5/17,B-8,BT2,0,0,1,11,35,1,0,2,1,0
2017,6/5/17,B-8,BT3,0,0,0,6,7,1,1,1,1,0
2017,6/5/17,B-3,DN,0,1,2,0,0,0,1,4,1,1
2017,6/5/17,B-3,BT1,0,2,1,0,0,1,1,2,1,0
2017,6/5/17,B-3,BT2,0,0,0,0,0,2,0,3,1,0
2017,6/5/17,B-3,BT3,0,0,0,1,0,0,0,2,0,0
2017,6/6/17,F-8,DN,1,0,1,0,0,0,0,2,1,1
2017,6/6/17,F-8,BT1,0,0,0,8,0,0,0,1,0,0
2017,6/6/17,F-8,BT2,0,0,0,0,0,0,0,0,0,0
2017,6/6/17,F-8,BT3,0,0,0,0,0,0,0,0,0,0
2017,6/6/17,F-7,DN,1,0,0,0,0,1,0,1,0,0
2017,6/6/17,F-7,BT1,2,0,0,112,35,0,0,1,0,0
2017,6/6/17,F-7,BT2,0,0,0,0,0,0,0,0,0,0
2017,6/6/17,F-7,BT3,0,0,0,0,0,0,0,0,0,0
2017,6/6/17,F-3,DN,0,0,0,0,0,0,0,2,2,0
2017,6/6/17,F-3,BT1,0,2,1,1,0,0,0,1,1,0
2017,6/6/17,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2017,6/6/17,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2017,6/7/17,R-4,DN,1,0,3,0,0,1,0,2,2,1
2017,6/7/17,R-4,BT1,1,1,1,33,0,1,0,1,1,1
2017,6/7/17,R-4,BT2,0,0,0,0,0,0,0,0,0,0
2017,6/7/17,R-4,BT3,0,0,0,0,0,0,0,0,0,0
2017,6/10/17,AV-12,DN,0,0,0,0,0,0,0,0,0,0
2017,6/10/17,AV-12,BT1,0,0,0,1,6,0,0,0,0,0
2017,6/10/17,AV-12,BT2,0,0,0,0,0,0,0,0,0,0
2017,6/10/17,AV-12,BT3,0,0,0,0,0,0,0,0,0,0
