year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2014,6/2/14,B-3,DN,1,0,2,0,0,0,3,4,0,1
2014,6/2/14,B-3,BT1,0,0,2,21,16,1,3,5,2,1
2014,6/2/14,B-3,BT2,0,0,2,8,1,0,2,1,0,0
2014,6/2/14,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2014,6/4/14,B-1,DN,4,1,3,0,0,2,1,3,2,1
2014,6/4/14,B-1,BT1,2,0,3,64,3,2,3,1,3,0
2014,6/4/14,B-1,BT2,0,0,2,14,0,1,1,1,1,0
2014,6/4/14,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2014,6/4/14,H-56,DN,0,0,0,0,0,0,0,0,0,0
2014,6/4/14,H-56,BT1,0,0,0,155,39,0,0,0,0,0
2014,6/4/14,H-56,BT2,0,0,0,0,0,0,0,0,0,0
2014,6/4/14,H-56,BT3,0,0,0,0,0,0,0,0,0,0
2014,6/8/14,R-21,DN,0,0,0,45,71,0,0,1,11,0
2014,6/8/14,R-21,BT1,2,0,2,0,0,2,2,4,1,0
2014,6/8/14,R-21,BT2,0,0,0,0,0,0,0,0,0,0
2014,6/8/14,R-21,BT3,0,0,0,0,0,0,0,0,0,0
2014,6/8/14,R-23,DN,1,0,3,0,0,1,1,3,1,0
2014,6/8/14,R-23,BT1,0,0,1,7,9,1,1,2,1,0
2014,6/8/14,R-23,BT2,0,0,0,0,0,0,0,0,0,0
2014,6/8/14,R-23,BT3,0,0,0,0,0,0,0,0,0,0
2014,6/9/14,WSP-???,DN,2,0,2,0,0,0,0,1,1,1
2014,6/9/14,WSP-???,BT1,4,0,3,5,16,0,0,3,1,0
2014,6/9/14,WSP-???,BT2,0,0,0,0,0,0,0,0,0,0
2014,6/9/14,WSP-???,BT3,0,0,0,0,0,0,0,0,0,0
2014,6/9/14,SSP-1,DN,0,1,1,0,0,1,0,5,1,0
2014,6/9/14,SSP-1,BT1,0,1,0,9,1,1,0,1,1,0
2014,6/9/14,SSP-1,BT2,0,0,0,0,0,0,0,0,0,0
